"","farmer_num","village","treatment","yield","survey","response","SE","df","lower.CL","upper.CL","model"
"377",24,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"378",24,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"379",24,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"380",24,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"381",24,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"382",24,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"383",24,"Gossas","fertilized",546,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"384",24,"Gossas","fertilized",546,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"385",25,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"386",25,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"387",25,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"388",25,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"389",25,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"390",25,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"391",25,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"392",25,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"393",25,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"394",25,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"395",25,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"396",25,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"397",25,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"398",25,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"399",25,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"400",25,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"401",26,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"402",26,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"403",26,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"404",26,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"405",26,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"406",26,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"407",26,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"408",26,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"409",26,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"410",26,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"411",26,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"412",26,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"413",26,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"414",26,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"415",26,"Gossas","fertilized",285,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"416",26,"Gossas","fertilized",285,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"417",27,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"418",27,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"419",27,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"420",27,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"421",27,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"422",27,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"423",27,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"424",27,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"425",27,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"426",27,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"427",27,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"428",27,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"429",27,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"430",27,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"431",27,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"432",27,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"433",28,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"434",28,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"435",28,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"436",28,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"437",28,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"438",28,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"439",28,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"440",28,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"441",28,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"442",28,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"443",28,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"444",28,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"445",28,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"446",28,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"447",28,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"448",28,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"449",29,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"450",29,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"451",29,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"452",29,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"453",29,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"454",29,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"455",29,"Gossas","control",80,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"456",29,"Gossas","control",80,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"457",29,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"458",29,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"459",29,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"460",29,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"461",29,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"462",29,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"463",29,"Gossas","fertilized",360,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"464",29,"Gossas","fertilized",360,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"465",30,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"466",30,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"467",30,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"468",30,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"469",30,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"470",30,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"471",30,"Gossas","control",243,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"472",30,"Gossas","control",243,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"473",30,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"474",30,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"475",30,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"476",30,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"477",30,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"478",30,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"479",30,"Gossas","fertilized",534,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"480",30,"Gossas","fertilized",534,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"481",31,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"482",31,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"483",31,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"484",31,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"485",31,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"486",31,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"487",31,"Gossas","control",203,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"488",31,"Gossas","control",203,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"489",31,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"490",31,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"491",31,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"492",31,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"493",31,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"494",31,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"495",31,"Gossas","fertilized",475,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"496",31,"Gossas","fertilized",475,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"497",32,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"498",32,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"499",32,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"500",32,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"501",32,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"502",32,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"503",32,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"504",32,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"505",32,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"506",32,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"507",32,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"508",32,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"509",32,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"510",32,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"511",32,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"512",32,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"513",33,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"514",33,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"515",33,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"516",33,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"517",33,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"518",33,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"519",33,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"520",33,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"521",33,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"522",33,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"523",33,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"524",33,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"525",33,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"526",33,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"527",33,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"528",33,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"529",34,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"530",34,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"531",34,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"532",34,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"533",34,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"534",34,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"535",34,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"536",34,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"537",34,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"538",34,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"539",34,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"540",34,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"541",34,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"542",34,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"543",34,"Gossas","fertilized",325,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"544",34,"Gossas","fertilized",325,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"545",35,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"546",35,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"547",35,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"548",35,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"549",35,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"550",35,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"551",35,"Gossas","control",140,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"552",35,"Gossas","control",140,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"553",35,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"554",35,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"555",35,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"556",35,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"557",35,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"558",35,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"559",35,"Gossas","fertilized",163,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"560",35,"Gossas","fertilized",163,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"561",36,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"562",36,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"563",36,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"564",36,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"565",36,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"566",36,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"567",36,"Gossas","control",114,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"568",36,"Gossas","control",114,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"569",36,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"570",36,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"571",36,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"572",36,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"573",36,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"574",36,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"575",36,"Gossas","fertilized",313,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"576",36,"Gossas","fertilized",313,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"577",37,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"578",37,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"579",37,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"580",37,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"581",37,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"582",37,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"583",37,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"584",37,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"585",37,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"586",37,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"587",37,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"588",37,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"589",37,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"590",37,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"591",37,"Gossas","fertilized",455,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"592",37,"Gossas","fertilized",455,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"593",38,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"594",38,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"595",38,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"596",38,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"597",38,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"598",38,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"599",38,"Gossas","control",456,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
